category,subcategory,goal,pledged,success
Games,Games,24812.0,89.0,False
Film & Video,Action,11000.0,13818.0,True
Art,Sculpture,1000.0,735.0,False
Food,Restaurants,25000.0,26766.0,True
Film & Video,Romance,20.0,295.0,True
Theater,Festivals,798.0,890.0,True
Technology,Fabrication Tools,44700.0,3114.0,False
Film & Video,Webseries,10.0,10.0,True
Crafts,Letterpress,10000.0,12675.0,True
Publishing,Calendars,3500.0,50.0,False
Music,Jazz,3000.0,3300.0,True
Art,Social Practice,24751.0,26048.8,True
comics,Comic Books,2500.0,2540.0,True
Games,Playing Cards,500.0,529.0,False
Art,Conceptual Art,900.0,1.0,False
Crafts,Candles,3500.0,31952.0,True
Theater,Spaces,143308.0,29271.0,False
Technology,Flight,10000.0,10837.0,True
Journalism,Journalism,600.0,0.0,False
Fashion,Pet Fashion,20000.0,1131.29,False
Fashion,Apparel,3000.0,7093.0,True
Food,Bacon,10000.0,11.0,False
Fashion,Ready-to-wear,1867.0,2847.0,True
Fashion,Accessories,300.0,523.0,True
Technology,Sound,20000.0,150548.0,True
Dance,Dance,1200.0,1277.0,True
Film & Video,Romance,200000.0,10001.0,False
Photography,Nature,1500.0,12.0,False
Comics,Events,3000.0,3241.0,True
Technology,Robots,10000.0,3511133.0,True
Publishing,Periodicals,10636.0,11091.0,True
Publishing,Periodicals,10000.0,11499.0,True
Photography,People,5000.0,10158.0,True
Music,Chiptune,65000.0,67300.0,True
Publishing,Fiction,300.0,377.0,True
Music,Rock,45000.0,0.0,False
Film & Video,Television,1500000.0,30.0,False
Film & Video,Shorts,125000.0,922.0,False
Photography,Fine Art,1600.0,0.0,False
Crafts,Letterpress,3898.0,83.0,False
Music,R&B,8000.0,0.0,False
Film & Video,Action,7893.0,8173.0,True
Crafts,Pottery,2400.0,82.0,False
Crafts,Crochet,100.0,165.0,True
Film & Video,Drama,8000.0,2235.0,False
Music,Indie Rock,3500.0,4927.0,True
Comics,Anthologies,500.0,1060.0,True
Film & Video,documentary,30000.0,140.0,False
Film & Video,Webseries,15000.0,760.0,False
Film & Video,Festivals,17000.0,100.0,False
Food,Restaurants,25000.0,27495.0,True
Technology,Makerspaces,12000.0,440.0,False
Film & Video,Television,7000.0,7645.0,True
Publishing,Literary Spaces,7800.0,6.0,False
Design,Interactive Design,35000.0,12.0,False
Games,Playing Cards,2100.0,2420.42,True
Games,Live Games,15000.0,25.0,False
Dance,Workshops,400.0,406.0,True
Crafts,Printing,5000.0,25.0,False
Publishing,Translations,1860.0,2225.36,True
Fashion,footwear,10000.0,15.0,False
Fashion,Couture,20000.0,2.29,False
Technology,Space Exploration,150.0,1434.0,True
Publishing,Young Adult,110.0,5.0,False
Comics,Comics,1000.0,2083.0,True
Publishing,Comedy,6000.0,10536.0,True
Film & Video,Fantasy,2954.0,4847.0,True
Music,Indie Rock,10500.0,1240.0,False
Games,Gaming Hardware,25000.0,75790.0,True
Film & Video,Television,1500000.0,0.0,False
Food,Bacon,3000.0,55.0,False
Design,Graphic Design,7400.0,5141.0,False
Art,Illustration,5000.0,2971.0,False
Film & Video,Movie Theaters,30000.0,30060.0,True
Art,Mixed Media,5000.0,161.0,False
Music,R&B,4000.0,5045.0,True
Publishing,Calendars,100.0,71.0,False
Publishing,Anthologies,1000.0,1040.32,True
Design,Design,10000.0,216.0,False
Games,Gaming Hardware,1000.0,404505.0,True
Comics,Anthologies,682.0,1725.0,False
Film & Video,Thrillers,550.0,653.0,True
Theater,Comedy,10000.0,4001.0,False
Publishing,Translations,55000.0,66.0,False
Publishing,Fiction,500.0,510.0,True
Crafts,Woodworking,50000.0,295.0,False
Film & Video,Science Fiction,5000.0,10.0,False
Technology,Robots,5500.0,15.0,False
Technology,Technology,26000.0,58401.0,True
Film & Video,Action,400000.0,0.0,False
Dance,Spaces,8000.0,296.0,False
Technology,Hardware,25000.0,44.0,False
Journalism,Print,75000.0,0.0,False
Design,Architecture,10000.0,1498.0,False
Photography,Photobooks,300.0,445.0,True
Design,Typography,550.0,116.0,False
Food,Events,4577.0,2899.0,False
Comics,Graphic Novels,7500.0,55082.0,True
Food,Vegan,10000.0,44109.0,True
Crafts,Knitting,300.0,0.0,False
Art,Performance Art,4000.0,841.0,False
Theater,Immersive,9828.0,10130.0,True
Music,Blues,8774.0,4.0,False
Dance,Spaces,6250.0,6295.0,True
Food,Food,55000.0,57088.0,True
Publishing,Poetry,2000.0,2819.0,True
Music,Latin,50000.0,1.0,False
Music,Metal,18000.0,2358.0,False
Games,Live Games,33912.0,14079.0,False
Theater,Theater,6000.0,6646.0,True
Fashion,Fashion,1285.0,0.0,False
Journalism,Photo,2300.0,2340.0,True
Journalism,Journalism,1000.0,0.0,False
Dance,Dance,20000.0,12229.0,False
Music,Faith,1000.0,0.0,False
Comics,Comic Books,2500.0,1316.0,False
Fashion,Accessories,400.0,102.29,False
Film & Video,Animation,20000.0,1910.0,False
Crafts,Glass,800.0,14.0,False
Music,World Music,4800.0,1279.0,False
Music,Indie Rock,5000.0,270.0,False
Publishing,Zines,2614.0,0.0,False
Music,Electronic Music,1500.0,281.0,False
Art,Mixed Media,18000.0,18400.0,True
Film & Video,Movie Theaters,15000.0,16975.0,True
Technology,Hardware,44000.0,90254.0,True
Comics,Webcomics,5000.0,7083.52,True
Publishing,nonfiction,5000.0,240.0,False
Theater,Musical,40000.0,0.0,False
Fashion,Ready-to-wear,10000.0,100.0,False
Film & Video,documentary,2000.0,100.0,False
Food,Farms,5500.0,6609.0,True
Publishing,Letterpress,7500.0,7551.0,True
Food,Cookbooks,15000.0,8201.0,False
Music,Classical Music,650.0,1056.0,True
Music,Pop,3000000.0,4551804.0,True
Crafts,Embroidery,2750.0,3075.0,True
Food,Farmer's Markets,1000000.0,101.0,False
Photography,Nature,12000.0,35.0,False
Photography,Photography,850.0,1355.0,True
Journalism,Journalism,3750.0,4063.0,True
Music,R&B,6000.0,1.0,False
Design,Toys,2000.0,18511.0,True
Publishing,Art Books,17022.0,751.0,False
Art,Painting,1000.0,70.0,False
Food,Restaurants,125000.0,139138.0,True
Music,Blues,3900.0,4087.0,True
Publishing,Art Books,4000.0,4250.0,True
Journalism,Journalism,750.0,0.0,False
Music,Blues,500.0,857.0,True
Games,Video Games,17000.0,21038.0,True
Crafts,Quilts,1500.0,197.0,False
Fashion,Accessories,3000.0,0.0,False
Technology,Robots,200000.0,5644.0,False
Film & Video,Narrative Film,3000.0,228.0,False
Music,Chiptune,1200.0,1202.0,True
Film & Video,Thrillers,3000.0,3071.0,True
Film & Video,Narrative Film,1000.0,1637.0,True
Crafts,Weaving,350.0,686.0,True
Music,Comedy,5000.0,5165.0,True
Publishing,Nonfiction,26000.0,30314.77,True
Film & Video,Documentary,50000.0,52058.0,True
Crafts,Crafts,100.0,623.0,True
Journalism,Print,1000.0,1724.5,True
Comics,Webcomics,20000.0,5093.29,False
Comics,Webcomics,4700.0,9313.0,True
Film & Video,Festivals,3500.0,5195.0,True
Technology,Gadgets,30000.0,0.0,False
Theater,Musical,595.0,1006.0,True
Fashion,Pet Fashion,18300.0,1.0,False
Publishing,fiction,50000.0,0.0,False
Technology,Apps,500000.0,0.0,False
Photography,Animals,5000.0,7475.0,True
Food,Events,11500.0,12506.0,True
Technology,Software,33912.0,43611.0,True
Fashion,Couture,7500.0,0.0,False
Film & Video,Television,5250.0,5360.0,True
Publishing,Comedy,4500.0,4668.0,True
Music,Pop,3000.0,0.0,False
Art,Public Art,10000.0,3135.0,False
Crafts,Stationery,3700.0,378.0,False
Food,Restaurants,98000.0,1576.0,False
Games,Video Games,90.0,426.0,True
Publishing,Literary Journals,275000.0,300046.35,True
Technology,Flight,10000.0,78315.0,True
Comics,Comics,17500.0,5421.0,False
Film & Video,Film & Video,500.0,35.0,False
Food,Small Batch,1000.0,25.0,False
Art,Painting,2970.0,52028.0,True
Theater,Plays,2000.0,2062.0,True
Journalism,Video,6000.0,6184.0,True
Fashion,Fashion,8900.0,11083.0,True
Design,Toys,0.0,0.0,False
Fashion,Footwear,15000.0,201133.0,True
Games,Gaming Hardware,15000.0,1897.0,False
Photography,Nature,1000.0,0.0,False
Crafts,Embroidery,300.0,76.0,False
Art,Digital Art,11000.0,24125.8,True
Art,Social Practice,150537.0,210.0,False
Publishing,Publishing,6427.0,6428.0,True
Crafts,Taxidermy,250000.0,0.0,False
Publishing,Nonfiction,500.0,7633.0,True
Food,Drinks,500000.0,8.71,False
Art,Painting,500.0,1306.0,True
Music,Latin,6600.0,6980.0,True
Publishing,Young Adult,24000.0,0.0,False
Photography,Animals,13000.0,0.0,False
Dance,Workshops,10000.0,100.0,False
Art,Illustration,1001.0,470.0,False
Games,Puzzles,4200.0,21.0,False
Food,Small Batch,1000.0,1728.0,True
Music,Country & Folk,5000.0,1145.0,False
Film & Video,Science Fiction,500.0,1030.0,True
Art,Conceptual Art,750.0,760.0,True
Film & Video,Fantasy,700.0,966.0,True
Games,Mobile Games,15000.0,0.0,False
Comics,Webcomics,2000.0,87.0,False
Fashion,Footwear,5000.0,5943.0,True
Music,Jazz,9000.0,18.0,False
Theater,Comedy,5000.0,1542.0,False
Food,Small Batch,400.0,698.0,True
Theater,Comedy,600.0,1211.0,True
Food,Small Batch,500.0,0.0,False
Theater,Plays,250.0,270.0,True
Publishing,Nonfiction,7500.0,0.0,False
Art,Video Art,14.0,1.0,False
Art,Painting,7500.0,312.0,False
Film & Video,Shorts,5000.0,5840.0,True
Crafts,Stationery,10000.0,33883.0,True
Film & Video,webseries,5000.0,325.0,False
Design,Design,6895.0,25.0,False
Games,Tabletop Games,3000.0,31011.5,True
Fashion,Apparel,1000.0,1000.0,True
Film & Video,Action,150000.0,0.0,False
Design,Interactive Design,25000.0,26145.0,True
Comics,Webcomics,500.0,1748.0,True
Design,Typography,9137.0,9999.0,True
Art,Mixed Media,400.0,1090.0,True
Games,Live Games,18000.0,58147.0,True
Film & Video,Romance,200.0,286.7,True
Crafts,Printing,648.0,102.0,False
Publishing,Young Adult,5000.0,31887.0,True
Fashion,Couture,1000.0,6.0,False
Journalism,Journalism,2000.0,2005.0,True
Music,Indie Rock,1000.0,479.0,False
Art,Conceptual Art,24924.0,30951.0,True
Music,Country & Folk,14600.0,0.0,False
Music,Punk,148.0,0.0,False
Games,Mobile Games,10000.0,25.0,False
Film & Video,Drama,15000.0,0.0,False
Dance,Dance,7500.0,887.0,False
Food,Cookbooks,2500.0,3049.0,True
Publishing,Radio & Podcasts,1200.0,1510.0,True
Publishing,Anthologies,31.0,1104.0,True
Publishing,Letterpress,800.0,15.0,False
Crafts,DIY,950.0,1546.0,True
Publishing,Zines,3500.0,223.0,False
Theater,Theater,3000.0,150.0,False
Music,Indie Rock,20000.0,66035.0,True
Design,Design,30000.0,0.0,False
Journalism,Photo,18500.0,172.0,False
Art,Sculpture,7000.0,1707.0,False
Film & Video,Family,12000.0,311.0,False
Art,Painting,500.0,198.0,False
Film & Video,Thrillers,50000.0,0.0,False
Music,Country & Folk,6000.0,6161.0,True
Publishing,Periodicals,34240.0,3365.0,False
Food,bacon,75.0,20.0,False
Music,Electronic Music,5000.0,0.0,False
Photography,Places,70000.0,138580.9,True
Crafts,Weaving,200.0,305.0,True
Games,Gaming Hardware,20000.0,25846.0,True
Design,Typography,11000.0,11377.0,True
Photography,Nature,2500.0,2816.0,True
Music,Jazz,5000.0,8339.0,True
Music,R&B,25000.0,0.0,False
Publishing,Comedy,10000.0,0.0,False
Fashion,Accessories,30000.0,25.0,False
Food,Spaces,15000.0,7814.0,False
Food,Spaces,34000.0,35488.0,True
Film & Video,Experimental,1808.0,54.0,False
Games,Video Games,5000.0,60.0,False
Dance,Residencies,10000.0,253.8,False
Publishing,Calendars,2000.0,2201.0,True
Design,Design,2820.0,282.0,False
Publishing,Young Adult,15045.0,0.0,False
Publishing,Literary Journals,2865.0,45.0,False
Music,Jazz,1500.0,1745.0,True
Art,Conceptual Art,7500.0,1378.0,False
Journalism,Audio,2500.0,985.0,False
Technology,Software,213.0,619.0,True
Publishing,Letterpress,10000.0,2.0,False
Theater,Festivals,250.0,2.0,False
Dance,Workshops,313.0,313.0,True
Photography,Fine Art,1000.0,1.0,False
Film & Video,Television,55000.0,1760.0,False
Crafts,Embroidery,400.0,3911.0,True
Music,Comedy,15000.0,51.0,False
Film & Video,Drama,8000.0,905.0,False
Photography,Nature,2500.0,0.0,False
Games,Mobile Games,350.0,361.0,True
Art,Mixed Media,2000.0,0.0,False
Games,Games,100000.0,104051.0,True
Music,Country & Folk,7000.0,10215.0,True
Technology,Sound,30000.0,37281.0,True
Photography,People,3000.0,0.0,False
Fashion,Apparel,300.0,1717.0,True
Games,Mobile Games,2472.0,210.0,False
Theater,Theater,85000.0,3725.0,False
Journalism,Video,4000.0,0.0,False
Music,Electronic Music,8954.0,40.0,False
Music,Latin,7200.0,1.0,False
Film & Video,Drama,230291.0,0.0,False
Comics,Events,30000.0,908.0,False
Food,Cookbooks,7000.0,27508.0,True
Publishing,Literary Spaces,2000.0,2228.27,True
Games,Tabletop Games,95000.0,515.0,False
Technology,Fabrication Tools,70000.0,355833.0,True
Film & Video,Family,30000.0,3811.0,False
Crafts,Knitting,5000.0,16167.0,True
Theater,Comedy,1646.0,390.0,False
Film & Video,Documentary,14000.0,14187.0,True
Food,Food Trucks,25000.0,29457.09,True
Art,Social Practice,1840.0,2.0,False
Film & Video,Fantasy,3500.0,25.0,False
Film & Video,Music Videos,500.0,500.0,True
Crafts,Pottery,50000.0,58130.8,True
Photography,Photobooks,15000.0,746.0,False
Publishing,Publishing,750.0,1909.0,True
Food,Restaurants,15000.0,1.0,False
Food,Drinks,10000.0,12050.0,True
Technology,Camera Equipment,9000.0,18092.0,True
Publishing,Letterpress,5000.0,5102.0,True
Film & Video,Horror,27000.0,20.0,False
Art,Video Art,1200.0,2740.0,True
Technology,3d printing,500000.0,5104.0,False
Games,Gaming Hardware,5000.0,300.0,False
Music,rock,1500.0,0.0,False
Film & Video,Movie Theaters,37000.0,0.0,False
Publishing,Periodicals,400.0,509.0,True
Technology,Technology,1934.0,1938.0,True
Technology,Gadgets,5000.0,5203.0,True
Food,Community Gardens,12967.0,65.0,False
Publishing,Translations,4800.0,9186.0,True
Film & Video,Television,100000.0,102243.29,True
Food,farms,3500.0,3385.0,False
Publishing,Literary Spaces,7500.0,9248.0,True
Photography,Animals,20000.0,23416.0,True
Fashion,Ready-to-wear,12966.0,15021.0,True
Dance,Spaces,1000.0,51.0,False
Fashion,Footwear,10000.0,689.0,False
Theater,Theater,2500.0,3762.0,True
Fashion,Fashion,10000.0,160.0,False
Film & Video,Science Fiction,8000.0,100.0,False
Film & Video,Horror,1000.0,266.0,False
Fashion,Childrenswear,1000.0,40.0,False
Film & Video,Movie Theaters,30000.0,33100.0,True
Food,Vegan,5000.0,425.0,False
Music,Rock,2000.0,3334.0,True
Publishing,Zines,15000.0,0.0,False
Games,mobile games,5000.0,0.0,False
Technology,Web,10000.0,0.0,False
Art,Painting,3000.0,340.0,False
Technology,Technology,4998.0,5011.0,True
Art,Art,750.0,856.0,True
Music,Comedy,4500.0,12538.0,True
Technology,3D Printing,35000.0,13339.0,False
Photography,Animals,500.0,0.0,False
Technology,Makerspaces,32000.0,785.0,False
Comics,Comic Books,3500.0,3571.0,True
Food,Community Gardens,30000.0,14.0,False
Film & Video,Film & Video,1598.0,1858.0,True
Food,Small Batch,150000.0,647.0,False
Fashion,Couture,5500.0,0.0,False
Film & Video,webseries,20000.0,25.0,False
Food,Farms,13500.0,13751.0,True
Crafts,Crafts,190000.0,73.0,False
Crafts,Knitting,1200.0,1897.0,True
Fashion,Footwear,15000.0,2798.0,False
Art,Sculpture,4000.0,5492.0,True
Technology,3D Printing,200.0,1263.0,True
Music,Rock,2500.0,215.0,False
Journalism,Print,2500.0,0.0,False
Food,Drinks,12000.0,1940.0,False
Food,Food,14913.0,31816.0,True
Technology,Fabrication Tools,50000.0,20311.0,False
Theater,Plays,750.0,790.0,True
Publishing,Young Adult,500.0,531.0,True
Art,Digital Art,37408.0,39567.0,True
Music,Music,11101.0,12339.0,True
Publishing,Letterpress,15000.0,51366.0,True
Film & Video,Shorts,5000.0,1230.0,False
Publishing,Publishing,18749.0,966.0,False
Crafts,Embroidery,33000.0,518.8,False
Publishing,Fiction,6500.0,1249.0,False
Music,Latin,10000.0,11171.0,True
Music,Kids,45000.0,100.0,False
Film & Video,Romance,2500.0,2760.0,True
Food,Community Gardens,20000.0,20494.0,True
Fashion,Couture,500.0,500.29,True
Games,Mobile Games,15000.0,15533.0,True
Publishing,Academic,28000.0,0.0,False
Film & Video,Horror,9500.0,14493.0,True
Film & Video,Festivals,1500.0,0.0,False
Crafts,Candles,500.0,506.0,True
Publishing,Literary Journals,700.0,788.0,True
Art,Textiles,1000.0,1045.0,True
Publishing,nonfiction,3000.0,0.0,False
Technology,Software,500.0,1655.29,True
Crafts,Weaving,12000.0,51.0,False
Technology,DIY Electronics,38000.0,30658.0,False
Food,Small Batch,10000.0,361.0,False
Food,Bacon,50.0,60.0,True
Games,Playing Cards,5000.0,14496.0,True
Photography,Places,2000.0,0.0,False
Art,Public Art,1000.0,1021.0,True
Games,Puzzles,150000.0,115562.0,False
Photography,Fine Art,6500.0,13594.0,True
Crafts,Glass,1100.0,125.0,False
Film & Video,Webseries,3150.0,3174.0,True
Technology,Makerspaces,70000.0,598.0,False
Music,Hip-Hop,2500.0,1.0,False
Fashion,Jewelry,250.0,781.0,True
Publishing,Children's Books,2000.0,2472.0,True
Dance,Workshops,5000.0,1215.0,False
Publishing,Calendars,1000.0,46.0,False
Fashion,Pet Fashion,50.0,120.0,True
Fashion,Ready-to-wear,5000.0,9289.0,True
Technology,Makerspaces,25000.0,0.0,False
Publishing,Anthologies,750.0,335.0,False
Art,Public Art,10000.0,10898.0,True
Film & Video,Thrillers,7000.0,0.0,False
Theater,Immersive,2000.0,2238.0,True
Food,Food Trucks,15000.0,1177.0,False
Film & Video,Drama,110000.0,10.0,False
Music,World Music,1000.0,1665.0,True
Technology,Technology,38206.0,845.0,False
Film & Video,Animation,150000.0,187.0,False
Film & Video,Shorts,1000.0,260.0,False
Publishing,Literary Spaces,350.0,46.0,False
Games,Playing Cards,16727.0,265.0,False
Theater,Festivals,461.0,155.0,False
Film & Video,documentary,7770.0,0.0,False
Art,Painting,4000.0,220.0,False
Film & Video,Television,6000.0,8529.0,True
Crafts,Knitting,8000.0,8995.0,True
Journalism,Journalism,100.0,325.0,True
Crafts,Weaving,10875.0,114.0,False
Fashion,Couture,10000.0,0.0,False
Technology,Makerspaces,25000.0,31155.0,True
Crafts,Weaving,1400.0,2445.29,True
Film & Video,Comedy,100.0,100.0,True
Theater,Immersive,1000.0,161.0,False
Publishing,fiction,3675.0,0.0,False
Film & Video,Horror,9000.0,2.0,False
Food,Food,3500.0,58.0,False
Film & Video,Comedy,1000.0,1045.0,True
Design,Typography,4000.0,345.0,False
Crafts,Candles,200.0,1448.0,True
Art,Sculpture,10000.0,1392.0,False
Fashion,Accessories,200.0,823.0,True
Food,Cookbooks,25000.0,12.0,False
Design,Product Design,20161.0,132762.0,True
Games,Video Games,10000.0,1420.0,False
Crafts,Crochet,500.0,2200.29,True
Technology,Apps,6001.0,21050.0,True
Games,Playing Cards,5000.0,6666.0,True
Crafts,Glass,12000.0,0.0,False
Photography,Places,15000.0,26.0,False
Film & Video,Family,4000.0,4330.0,True
Theater,Spaces,26000.0,31128.0,True
Design,Product Design,16000.0,34049.99,True
Film & Video,Animation,75000.0,76794.0,True
Film & Video,Thrillers,30000.0,1.0,False
Technology,DIY Electronics,100000.0,801.0,False
Crafts,Crochet,1000.0,0.0,False
Music,Jazz,3500.0,6461.0,True
Food,Drinks,210000.0,0.0,False
Fashion,Jewelry,11445.0,85222.0,True
Art,Social Practice,26500.0,27956.9,True
Crafts,Letterpress,15000.0,16208.0,True
Music,Pop,2000.0,2035.0,True
Film & Video,Experimental,5000.0,7109.0,True
Dance,Workshops,1900.0,2300.0,True
Music,Indie Rock,3000.0,3645.0,True
Comics,Comic Books,500.0,1112.0,True
Food,Farmer's Markets,8500.0,0.0,False
Crafts,Glass,1000.0,1930.0,True
Crafts,Glass,950.0,1155.0,True
Film & Video,Romance,14193.0,3987.0,False
Music,World Music,12470.0,12591.0,True
Music,Punk,8000.0,0.0,False
Music,Kids,1318.0,1.0,False
Crafts,Quilts,15000.0,728.0,False
Film & Video,Music Videos,10000.0,200.0,False
Crafts,Crafts,7000.0,10494.0,True
Games,Gaming Hardware,10000.0,18422.0,True
Publishing,Periodicals,3000.0,3800.0,True
Music,Music,5000.0,5570.0,True
Film & Video,Narrative Film,15000.0,1300.0,False
comics,Graphic Novels,750.0,1760.0,True
Comics,Comics,121.0,9.0,False
Technology,DIY Electronics,1755.0,5633.0,True
Journalism,Journalism,1000.0,2006.0,True
Design,Product Design,10000.0,10531.0,True
Games,Mobile Games,120.0,144.0,True
Crafts,Candles,500.0,596.0,True
Art,Textiles,7750.0,15.0,False
Publishing,Zines,500.0,76.0,False
Film & Video,webseries,15000.0,490.7,False
Technology,Software,50000.0,50380.0,True
Film & Video,Thrillers,61.0,154.0,True
Crafts,Crafts,1105.0,1245.0,True
Film & Video,Drama,1500.0,2079.0,True
Art,Digital Art,400.0,28.0,False
Music,Classical Music,10000.0,10937.0,True
Crafts,Glass,1200.0,0.0,False
Food,Food Trucks,6995.0,7499.0,True
Art,Illustration,350.0,261.0,False
Design,Typography,50000.0,67409.0,True
Games,Live Games,2703.0,2812.0,True
Film & Video,Thrillers,38500.0,2028.0,False
Art,Ceramics,6000.0,7666.0,True
Film & Video,Festivals,1500000.0,10.0,False
Crafts,Crochet,3000.0,388.0,False
Games,Mobile Games,5000.0,1.0,False
Dance,Residencies,1321.0,1634.0,True
